Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CandidateSuite,Edge Chromium 115,,,2023-07-27 22:30:47,2023-07-27 22:43:51,13m - 3.487s,FAILED
,,,,,,,
Test Cases/Candidate/ApplyForJobAfterLogin,Edge Chromium 115,,,2023-07-27 22:30:48,2023-07-27 22:32:36,1m - 48.242s,PASSED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:30:49,2023-07-27 22:31:16,27.546s,PASSED
"navigateToUrl(""https://www.jobstoday.world/en/job/accounting/test--cairo/c35fad609924fa5a0b6a370392b979d0/"")",Edge Chromium 115,,,2023-07-27 22:31:16,2023-07-27 22:31:40,24.185s,PASSED
maximizeWindow(),Edge Chromium 115,,,2023-07-27 22:31:40,2023-07-27 22:31:40,0.033s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/a_Apply""))",Edge Chromium 115,,,2023-07-27 22:31:40,2023-07-27 22:31:41,0.717s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_First name_input_first_name""), ""Ahmed"")",Edge Chromium 115,,,2023-07-27 22:31:41,2023-07-27 22:31:43,1.553s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_Last name_input_last_name""), ""Test"")",Edge Chromium 115,,,2023-07-27 22:31:43,2023-07-27 22:31:44,1.024s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_Phone number_input_phone_number""), ""+201140560426"")",Edge Chromium 115,,,2023-07-27 22:31:44,2023-07-27 22:31:45,1.069s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_Email address_input_email""), ""testaaawy@yahoo.com"")",Edge Chromium 115,,,2023-07-27 22:31:45,2023-07-27 22:31:46,1.110s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/textarea_Cover letter  Brief description ab_6b68b0""), ""Test"")",Edge Chromium 115,,,2023-07-27 22:31:46,2023-07-27 22:31:47,0.942s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_No_privacy""))",Edge Chromium 115,,,2023-07-27 22:31:47,2023-07-27 22:31:47,0.580s,PASSED
"path = ""E:\Projects\JobsTodayKatalonWebAutomation\Attachments\CV.png""",Edge Chromium 115,,,2023-07-27 22:31:47,2023-07-27 22:31:47,0.002s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/div_Attachments_upload-photos-box""))",Edge Chromium 115,,,2023-07-27 22:31:47,2023-07-27 22:31:48,0.598s,PASSED
robot = new java.awt.Robot(),Edge Chromium 115,,,2023-07-27 22:31:48,2023-07-27 22:31:48,0.306s,PASSED
selection = new java.awt.datatransfer.StringSelection(path),Edge Chromium 115,,,2023-07-27 22:31:48,2023-07-27 22:31:48,0.013s,PASSED
clipboard = getDefaultToolkit().getSystemClipboard(),Edge Chromium 115,,,2023-07-27 22:31:48,2023-07-27 22:31:48,0.067s,PASSED
"clipboard.setContents(selection, null)",Edge Chromium 115,,,2023-07-27 22:31:48,2023-07-27 22:31:48,0.169s,PASSED
robot.keyPress(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:31:48,2023-07-27 22:31:49,0.063s,PASSED
robot.keyRelease(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:31:49,2023-07-27 22:31:49,0.002s,PASSED
robot.delay(2000),Edge Chromium 115,,,2023-07-27 22:31:49,2023-07-27 22:31:51,2.014s,PASSED
robot.keyPress(VK_CONTROL),Edge Chromium 115,,,2023-07-27 22:31:51,2023-07-27 22:31:51,0.002s,PASSED
robot.keyPress(VK_V),Edge Chromium 115,,,2023-07-27 22:31:51,2023-07-27 22:31:51,0.001s,PASSED
robot.keyRelease(VK_V),Edge Chromium 115,,,2023-07-27 22:31:51,2023-07-27 22:31:51,0.002s,PASSED
robot.keyRelease(VK_CONTROL),Edge Chromium 115,,,2023-07-27 22:31:51,2023-07-27 22:31:51,0.002s,PASSED
robot.delay(2000),Edge Chromium 115,,,2023-07-27 22:31:51,2023-07-27 22:31:53,2.010s,PASSED
robot.keyPress(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
robot.keyRelease(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
driver = getWebDriver(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.000s,PASSED
a = new org.openqa.selenium.interactions.Actions(driver),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.062s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.056s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.064s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.064s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.078s,PASSED
"a1 = ""0""",Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
"a2 = ""7""",Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
"a3 = ""8""",Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
"a4 = ""9""",Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:53,0.081s,PASSED
"sendKeys(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/button_Send Application""), String.valueOf(a1 + a2 + a3 + a4))",Edge Chromium 115,,,2023-07-27 22:31:53,2023-07-27 22:31:55,1.843s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/button_Send Application""))",Edge Chromium 115,,,2023-07-27 22:31:55,2023-07-27 22:31:56,1.241s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/ApplyWithoutLogin/Page_/img""))",Edge Chromium 115,,,2023-07-27 22:31:56,2023-07-27 22:32:35,38.756s,PASSED
closeBrowser(),Edge Chromium 115,,,2023-07-27 22:32:35,2023-07-27 22:32:36,1.009s,PASSED
,,,,,,,
Test Cases/Candidate/ApplyForJobWithoutLogin,Edge Chromium 115,,,2023-07-27 22:32:36,2023-07-27 22:34:08,1m - 32.304s,PASSED
"openBrowser("""")",Edge Chromium 115,,,2023-07-27 22:32:37,2023-07-27 22:32:40,3.466s,PASSED
"navigateToUrl(""https://www.jobstoday.world/en/job/accounting/test--cairo/c35fad609924fa5a0b6a370392b979d0/"")",Edge Chromium 115,,,2023-07-27 22:32:40,2023-07-27 22:33:08,28.012s,PASSED
maximizeWindow(),Edge Chromium 115,,,2023-07-27 22:33:08,2023-07-27 22:33:09,0.304s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/button_Accept All Cookies""))",Edge Chromium 115,,,2023-07-27 22:33:09,2023-07-27 22:33:10,1.250s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/a_Apply""))",Edge Chromium 115,,,2023-07-27 22:33:10,2023-07-27 22:33:10,0.625s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_First name_input_first_name""), ""Ahmed"")",Edge Chromium 115,,,2023-07-27 22:33:10,2023-07-27 22:33:14,4.107s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_Last name_input_last_name""), ""Test"")",Edge Chromium 115,,,2023-07-27 22:33:14,2023-07-27 22:33:15,0.945s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_Phone number_input_phone_number""), ""+201140560426"")",Edge Chromium 115,,,2023-07-27 22:33:15,2023-07-27 22:33:17,1.075s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_Email address_input_email""), ""testaaawy@yahoo.com"")",Edge Chromium 115,,,2023-07-27 22:33:17,2023-07-27 22:33:18,1.090s,PASSED
"setText(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/textarea_Cover letter  Brief description ab_6b68b0""), ""Test"")",Edge Chromium 115,,,2023-07-27 22:33:18,2023-07-27 22:33:19,1.284s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/input_No_privacy""))",Edge Chromium 115,,,2023-07-27 22:33:19,2023-07-27 22:33:19,0.525s,PASSED
"path = ""E:\Projects\JobsTodayKatalonWebAutomation\Attachments\CV.png""",Edge Chromium 115,,,2023-07-27 22:33:19,2023-07-27 22:33:19,0.001s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/div_Attachments_upload-photos-box""))",Edge Chromium 115,,,2023-07-27 22:33:19,2023-07-27 22:33:20,0.549s,PASSED
robot = new java.awt.Robot(),Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:20,0.001s,PASSED
selection = new java.awt.datatransfer.StringSelection(path),Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:20,0.002s,PASSED
clipboard = getDefaultToolkit().getSystemClipboard(),Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:20,0.003s,PASSED
"clipboard.setContents(selection, null)",Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:20,0.003s,PASSED
robot.keyPress(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:20,0.003s,PASSED
robot.keyRelease(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:20,0.002s,PASSED
robot.delay(2000),Edge Chromium 115,,,2023-07-27 22:33:20,2023-07-27 22:33:22,2.001s,PASSED
robot.keyPress(VK_CONTROL),Edge Chromium 115,,,2023-07-27 22:33:22,2023-07-27 22:33:22,0.002s,PASSED
robot.keyPress(VK_V),Edge Chromium 115,,,2023-07-27 22:33:22,2023-07-27 22:33:22,0.002s,PASSED
robot.keyRelease(VK_V),Edge Chromium 115,,,2023-07-27 22:33:22,2023-07-27 22:33:22,0.002s,PASSED
robot.keyRelease(VK_CONTROL),Edge Chromium 115,,,2023-07-27 22:33:22,2023-07-27 22:33:22,0.002s,PASSED
robot.delay(2000),Edge Chromium 115,,,2023-07-27 22:33:22,2023-07-27 22:33:24,2.012s,PASSED
robot.keyPress(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.001s,PASSED
robot.keyRelease(VK_ENTER),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.002s,PASSED
driver = getWebDriver(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.000s,PASSED
a = new org.openqa.selenium.interactions.Actions(driver),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.000s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.067s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.041s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.067s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.064s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.073s,PASSED
"a1 = ""0""",Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.001s,PASSED
"a2 = ""7""",Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.001s,PASSED
"a3 = ""8""",Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.002s,PASSED
"a4 = ""9""",Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:24,0.120s,PASSED
"sendKeys(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/button_Send Application""), String.valueOf(a1 + a2 + a3 + a4))",Edge Chromium 115,,,2023-07-27 22:33:24,2023-07-27 22:33:32,7.218s,PASSED
"click(findTestObject(""Object Repository/ApplyWithoutLogin/Page_HR Manager - Jobstoday World/button_Send Application""))",Edge Chromium 115,,,2023-07-27 22:33:32,2023-07-27 22:33:32,0.597s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/ApplyWithoutLogin/Page_/img""))",Edge Chromium 115,,,2023-07-27 22:33:32,2023-07-27 22:34:07,34.886s,PASSED
closeBrowser(),Edge Chromium 115,,,2023-07-27 22:34:07,2023-07-27 22:34:08,0.970s,PASSED
,,,,,,,
Test Cases/Candidate/CanCreateResume,Edge Chromium 115,,,2023-07-27 22:34:08,2023-07-27 22:35:28,1m - 19.717s,FAILED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:34:09,2023-07-27 22:34:52,42.639s,PASSED
"click(findTestObject(""Object Repository/CreateResume/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/a_Upload Resume""))",Edge Chromium 115,,,2023-07-27 22:34:52,2023-07-27 22:34:56,4.487s,PASSED
"click(findTestObject(""Object Repository/CreateResume/Page_/button_Create""))",Edge Chromium 115,,,2023-07-27 22:34:56,2023-07-27 22:35:28,31.717s,FAILED
,,,,,,,
Test Cases/Candidate/CandidatLoginTC,Edge Chromium 115,,,2023-07-27 22:35:28,2023-07-27 22:36:12,44.499s,PASSED
"openBrowser("""")",Edge Chromium 115,,,2023-07-27 22:35:28,2023-07-27 22:35:32,4.502s,PASSED
"navigateToUrl(""https://www.jobstoday.world/en/"")",Edge Chromium 115,,,2023-07-27 22:35:32,2023-07-27 22:35:56,23.965s,PASSED
maximizeWindow(),Edge Chromium 115,,,2023-07-27 22:35:56,2023-07-27 22:35:57,0.218s,PASSED
"click(findTestObject(""Object Repository/loginElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/button_Accept All Cookies""))",Edge Chromium 115,,,2023-07-27 22:35:57,2023-07-27 22:35:58,1.650s,PASSED
"click(findTestObject(""Object Repository/loginElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/a_Login""))",Edge Chromium 115,,,2023-07-27 22:35:58,2023-07-27 22:36:02,4.029s,PASSED
"setText(findTestObject(""Object Repository/loginElements/Page_Login to Jobstoday.world - Create Resu_ef8a51/input_Email address_input_email""), ""jobseeker@gmail.com"")",Edge Chromium 115,,,2023-07-27 22:36:02,2023-07-27 22:36:04,1.695s,PASSED
"setText(findTestObject(""Object Repository/loginElements/Page_Login to Jobstoday.world - Create Resu_ef8a51/input_Password_input_password""), ""Pass@123"")",Edge Chromium 115,,,2023-07-27 22:36:04,2023-07-27 22:36:07,2.669s,PASSED
driver = getWebDriver(),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.002s,PASSED
a = new org.openqa.selenium.interactions.Actions(driver),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.003s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.228s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.053s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.041s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.127s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:07,0.042s,PASSED
Thread.sleep(2000),Edge Chromium 115,,,2023-07-27 22:36:07,2023-07-27 22:36:09,2.010s,PASSED
"a1 = ""0""",Edge Chromium 115,,,2023-07-27 22:36:09,2023-07-27 22:36:09,0.001s,PASSED
"a2 = ""7""",Edge Chromium 115,,,2023-07-27 22:36:09,2023-07-27 22:36:09,0.000s,PASSED
"a3 = ""8""",Edge Chromium 115,,,2023-07-27 22:36:09,2023-07-27 22:36:09,0.000s,PASSED
"a4 = ""9""",Edge Chromium 115,,,2023-07-27 22:36:09,2023-07-27 22:36:09,0.000s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:36:09,2023-07-27 22:36:09,0.041s,PASSED
"sendKeys(findTestObject(""Object Repository/loginElements/Page_Login to Jobstoday.world - Create Resu_ef8a51/button_Login""), String.valueOf(a1 + a2 + a3 + a4))",Edge Chromium 115,,,2023-07-27 22:36:09,2023-07-27 22:36:10,0.558s,PASSED
"click(findTestObject(""Object Repository/loginElements/Page_Login to Jobstoday.world - Create Resu_ef8a51/button_Login""))",Edge Chromium 115,,,2023-07-27 22:36:10,2023-07-27 22:36:10,0.581s,PASSED
Thread.sleep(2000),Edge Chromium 115,,,2023-07-27 22:36:10,2023-07-27 22:36:12,2.003s,PASSED
"verifyMatch(getUrl(), ""https://www.jobstoday.world/en/"", false)",Edge Chromium 115,,,2023-07-27 22:36:12,2023-07-27 22:36:12,0.056s,PASSED
,,,,,,,
Test Cases/Candidate/ChangePasswordFromProfile,Edge Chromium 115,,,2023-07-27 22:36:12,2023-07-27 22:36:55,42.148s,PASSED
"callTestCase(findTestCase(""Test Cases/Candidate/CandidatLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:36:13,2023-07-27 22:36:40,26.766s,PASSED
"click(findTestObject(""Object Repository/ChangePasswordElements/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/img""))",Edge Chromium 115,,,2023-07-27 22:36:40,2023-07-27 22:36:43,2.808s,PASSED
"click(findTestObject(""Object Repository/ChangePasswordElements/Page_/img""))",Edge Chromium 115,,,2023-07-27 22:36:43,2023-07-27 22:36:44,1.428s,PASSED
"click(findTestObject(""Object Repository/ChangePasswordElements/Page_/a_SETTINGS""))",Edge Chromium 115,,,2023-07-27 22:36:44,2023-07-27 22:36:46,1.433s,PASSED
"click(findTestObject(""Object Repository/ChangePasswordElements/Page_/button_Edit""))",Edge Chromium 115,,,2023-07-27 22:36:46,2023-07-27 22:36:47,1.013s,PASSED
"setText(findTestObject(""Object Repository/ChangePasswordElements/Page_/input_Current password_input_current_password""), ""Pass@123"")",Edge Chromium 115,,,2023-07-27 22:36:47,2023-07-27 22:36:48,1.011s,PASSED
"setText(findTestObject(""Object Repository/ChangePasswordElements/Page_/input_New password_input_new_password""), ""Pass@123"")",Edge Chromium 115,,,2023-07-27 22:36:48,2023-07-27 22:36:49,0.922s,PASSED
"setText(findTestObject(""Object Repository/ChangePasswordElements/Page_/input_Repeat new password_input_confirm_password""), ""Pass@123"")",Edge Chromium 115,,,2023-07-27 22:36:49,2023-07-27 22:36:50,0.950s,PASSED
"click(findTestObject(""Object Repository/ChangePasswordElements/Page_/button_Save""))",Edge Chromium 115,,,2023-07-27 22:36:50,2023-07-27 22:36:53,2.811s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/ChangePasswordElements/Page_/h3_You have successfully saved your changes""))",Edge Chromium 115,,,2023-07-27 22:36:53,2023-07-27 22:36:54,1.030s,PASSED
closeBrowser(),Edge Chromium 115,,,2023-07-27 22:36:54,2023-07-27 22:36:55,0.906s,PASSED
,,,,,,,
Test Cases/Candidate/ContactJobSeeker,Edge Chromium 115,,,2023-07-27 22:36:55,2023-07-27 22:38:16,1m - 21.428s,PASSED
"callTestCase(findTestCase(""Test Cases/Employee/EmployeeLoginTC""), [:])",Edge Chromium 115,,,2023-07-27 22:36:55,2023-07-27 22:37:38,42.685s,PASSED
"click(findTestObject(""Object Repository/ContactJobSeeker/Page_Jobs Search, Search for a Job - Jobsto_ce5d69/a_Find Jobseekers""))",Edge Chromium 115,,,2023-07-27 22:37:38,2023-07-27 22:37:43,5.015s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_PL_keywords""), ""sw tester"")",Edge Chromium 115,,,2023-07-27 22:37:43,2023-07-27 22:37:44,1.263s,PASSED
"click(findTestObject(""Object Repository/ContactJobSeeker/Page_/button_Search""))",Edge Chromium 115,,,2023-07-27 22:37:44,2023-07-27 22:37:45,0.911s,PASSED
driver = getWebDriver(),Edge Chromium 115,,,2023-07-27 22:37:45,2023-07-27 22:37:45,0.001s,PASSED
current = driver.getWindowHandle(),Edge Chromium 115,,,2023-07-27 22:37:45,2023-07-27 22:37:46,0.641s,PASSED
"click(findTestObject(""Object Repository/ContactJobSeeker/Page_/a_VIEW PROFILE""))",Edge Chromium 115,,,2023-07-27 22:37:46,2023-07-27 22:37:47,1.322s,PASSED
handels = new java.util.ArrayList(driver.getWindowHandles()),Edge Chromium 115,,,2023-07-27 22:37:47,2023-07-27 22:37:47,0.036s,PASSED
for (String s : handels),Edge Chromium 115,,,2023-07-27 22:37:47,2023-07-27 22:37:47,0.035s,PASSED
"click(findTestObject(""Object Repository/ContactJobSeeker/Page_/button_Message""))",Edge Chromium 115,,,2023-07-27 22:37:47,2023-07-27 22:37:50,3.358s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/textarea_Contact inquiry_input_inquiry""), ""test "")",Edge Chromium 115,,,2023-07-27 22:37:50,2023-07-27 22:37:51,1.136s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_First name_input_firstname""), ""ahmed"")",Edge Chromium 115,,,2023-07-27 22:37:51,2023-07-27 22:37:53,2.037s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_Last name_input_lastname""), ""test"")",Edge Chromium 115,,,2023-07-27 22:37:53,2023-07-27 22:37:54,0.925s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_Phone number_input_phone""), ""+201146196154"")",Edge Chromium 115,,,2023-07-27 22:37:54,2023-07-27 22:37:55,0.939s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_Email address_input_email""), ""employee@gmail.com"")",Edge Chromium 115,,,2023-07-27 22:37:55,2023-07-27 22:37:56,1.034s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_Company_input_company""), ""testawy"")",Edge Chromium 115,,,2023-07-27 22:37:56,2023-07-27 22:37:57,0.936s,PASSED
"setText(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_Website_input_website""), """")",Edge Chromium 115,,,2023-07-27 22:37:57,2023-07-27 22:37:58,0.894s,PASSED
"click(findTestObject(""Object Repository/ContactJobSeeker/Page_/input_Website_privacy""))",Edge Chromium 115,,,2023-07-27 22:37:58,2023-07-27 22:37:59,0.573s,PASSED
a = new org.openqa.selenium.interactions.Actions(driver),Edge Chromium 115,,,2023-07-27 22:37:59,2023-07-27 22:37:59,0.001s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:37:59,2023-07-27 22:37:59,0.059s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:37:59,2023-07-27 22:37:59,0.050s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:37:59,2023-07-27 22:37:59,0.077s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:37:59,2023-07-27 22:37:59,0.022s,PASSED
build().perform(),Edge Chromium 115,,,2023-07-27 22:37:59,2023-07-27 22:37:59,0.040s,PASSED
